Stock Entry Date,Barcode,Supplier,Category,Length,Purity Name,Item Description,Item Weight_G,Gem_Weight_K,Gem_Weight_P,Gem_Weight_Y,Buy_Wastage_K,Buy_Wastage_P,Buy_Wastage_Y,Sell_Wastage_K,Sell_Wastage_P,Sell_Wastage_Y,Fine Value (g),Gem Cost,Labor Cost,Purchase Gold Price,Purchase Cost,Currency,Status
2026-06-02,C1020,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,4th Heart Model ကြိုး,3.62,0,0,0,0,0,2.5,0,0,5.5,3.7124,0,0,9544000,2267688,MMK,In Stock
2026-06-02,C1141,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,ငွေမှုံ Model ကြိုး,2.86,0,0,0,0,0,3,0,0,5.25,3.0581,0,0,9544000,1868015,MMK,In Stock
2026-06-02,C1118,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,အိုမို Model ကြိုး,4.48,0,0,0,0,0,3,0,0,6,4.5829,0,0,9544000,2799418,MMK,In Stock
2026-06-02,C1057,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Monica Model ကြိုး,4.83,0,0,0,0,0,3.5,0,0,6.5,4.9733,0,0,9544000,3037928,MMK,In Stock
2026-06-02,C0069,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,ပန်ပန် Model ကြိုး PT,6.03,0,0,0,0,0,4,0,0,6.5,6.1638,0,0,9544000,3765137,MMK,In Stock
2026-06-02,C1072,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Rainy Day Model ကြိုး,4.74,0,0,0,0,0,3.5,0,0,6.5,4.8886,0,0,9544000,2986183,MMK,In Stock
2026-06-02,C1026,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,LV Model ကြိုး,3.5,0,0,0,0,0,3,0,0,6,3.6605,0,0,9544000,2235977,MMK,In Stock
2026-06-02,C0667,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Smile Model ကြိုး,3.44,0,0,0,0,0,3.5,0,0,6,3.665,0,0,9544000,2238762,MMK,In Stock
2026-06-02,C0160,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,လီလီစက်ဝိုင်းကြိုး,3.42,0,0,0,0,0,3,0,0,5.5,3.5852,0,0,9544000,2189981,MMK,In Stock
2026-06-02,C0923,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Harp Model ကြိုး,3.01,0,0,0,0,0,3,0,0,6,3.1993,0,0,9544000,1954256,MMK,In Stock
2026-06-02,C0585,ရွှေသရဖူ,ဘယက်,19,၁၅ပဲရည်,Double Shape Model ကြိုး,3.62,0,0,0,0,0,3,0,0,6,3.7734,0,0,9544000,2304969,MMK,In Stock
2026-06-02,C0789,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Infinity Model ကြိုး,4.45,0,0,0,0,0,0,0,0,5.5,4.1884,0,0,9544000,2558482,MMK,In Stock
2026-06-02,C0447,ရွှေသရဖူ,ဘယက်,15,၁၅ပဲရည်,Infinity Model ကြိုး,5.49,0,0,0,0,0,0,0,0,5.5,5.1673,0,0,9544000,3156419,MMK,In Stock
2026-06-02,C0467,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Infinity Model ကြိုး,3.24,0,0,0,0,0,0,0,0,5.5,3.0496,0,0,9544000,1862805,MMK,In Stock
2026-06-02,C1119,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Clover Model ကြိုး,4.07,0,0,0,0,0,3,0,0,6,4.197,0,0,9544000,2563692,MMK,In Stock
2026-06-02,N3290,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,ပန်စီ Model ကြိုး,5.71,0,0,0,0,0,3.5,0,0,6.25,5.8016,0,0,9544000,3543875,MMK,In Stock
2026-06-02,C0705,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Double Shape Model ကြိုး,3.8,0,0,0,0,0,0,0,0,5.5,3.5766,0,0,9544000,2184771,MMK,In Stock
2026-06-02,C0526,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,အသဲ Model ကြိုး,3.6,0,0,0,0,0,0,0,0,5,3.3884,0,0,9544000,2069783,MMK,In Stock
2026-06-02,C1087,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Vivid Model ကြိုး,3.4,0,0,0,0,0,0,0,0,5.5,3.2002,0,0,9544000,1954795,MMK,In Stock
2026-06-02,C0988,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Fancy Model ကြိုး,4.03,0,0,0,0,0,0,0,0,6,3.7931,0,0,9544000,2317007,MMK,In Stock
2026-06-02,C0763,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Double Carnival Model ကြိုး,8.85,0,0,0,0,0,4.5,0,1,0,8.8791,0,0,9544000,5423748,MMK,In Stock
2026-06-02,C0983,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,တန်ခူးမေ Model ကြိုး,4.53,0,0,0,0,0,3.5,0,0,6.5,4.691,0,0,9544000,2865446,MMK,In Stock
2026-06-02,C1152,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Emoji Model ကြိုး,3.39,0,0,0,0,0,2.5,0,0,5.5,3.4959,0,0,9544000,2135452,MMK,In Stock
2026-06-02,C1104,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,လီလီ Brand Model ကြိုး,2.31,0,0,0,0,0,1.75,0,0,4,2.3878,0,0,9544000,1458595,MMK,In Stock
2026-06-02,C1081,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,LV Model ကြိုး,3.8,0,0,0,0,0,0,0,0,6,3.5766,0,0,9544000,2184771,MMK,In Stock
2026-06-02,C0847,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Bella Model ကြိုး PT,4.93,0,0,0,0,0,0,0,0,6,4.6402,0,0,9544000,2834453,MMK,In Stock
2026-06-02,C0723,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,အသဲဘောလုံး Model ကြိုး,4.2,0,0,0,0,0,0,0,0,6,3.9531,0,0,9544000,2414747,MMK,In Stock
2026-06-02,C1006,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Clover Model ကြိုး,4.87,0,0,0,0,0,3.5,0,0,6.5,5.011,0,0,9544000,3060925,MMK,In Stock
2026-06-02,C1037,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Phoenix Model ကြိုး,5.44,0,0,0,0,0,3.5,0,0,6.5,5.5475,0,0,9544000,3388641,MMK,In Stock
2026-06-02,C0437,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Fancy Model ကြိုး,5,0,0,0,0,0,3.5,0,0,6,5.1333,0,0,9544000,3135668,MMK,In Stock
2026-06-02,C0601,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Angel Model ကြိုး,3.06,0,0,0,0,0,3,0,0,5.5,3.2463,0,0,9544000,1983003,MMK,In Stock
2026-06-02,C0677,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,GG Model ကြိုး,3.33,0,0,0,0,0,3,0,0,6,3.5005,0,0,9544000,2138237,MMK,In Stock
2026-06-02,C1047,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Fairy Model ကြိုး,3.46,0,0,0,0,0,3,0,0,5.5,3.6228,0,0,9544000,2212979,MMK,In Stock
2026-06-02,C1147,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Single Model ကြိုး,3.55,0,0,0,0,0,2.5,0,0,5,3.6465,0,0,9544000,2227442,MMK,In Stock
2026-06-02,C0509,ရွှေသရဖူ,ဘယက်,20,၁၅ပဲရည်,Bella Model ကြိုး PT,5.42,0,0,0,0,0,0,0,0,5.5,5.1014,0,0,9544000,3116173,MMK,In Stock
2026-06-02,C1045,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,သံပွ ဘောလုံး Model ကြိုး,2.41,0,0,0,0,0,3,0,0,5,2.6345,0,0,9544000,1609292,MMK,In Stock
2026-06-02,C1041,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,လီလီဖက်ထုပ်ကြိုး,7.23,0,0,0,0,0,5,0,1,0,7.4154,0,0,9544000,4529627,MMK,In Stock
2026-06-02,C0964,ရွှေသရဖူ,ဘယက်,19,၁၅ပဲရည်,Rose Queen Model ကြိုး PT,9.81,0,0,0,0,0,6,0,1,2,9.9658,0,0,9544000,6087534,MMK,In Stock
2026-06-02,C0989,ရွှေသရဖူ,ဘယက်,19,၁၅ပဲရည်,Twin Model ကြိုး <Diamond>,3.7,0,0,0,0,0,0,0,0,6,3.4825,0,0,9544000,2127277,MMK,In Stock
2026-06-02,C1091,ရွှေသရဖူ,ဘယက်,20,၁၅ပဲရည်,Twin Model ကြိုး <Circle>,3.8,0,0,0,0,0,0,0,0,5.55,3.5766,0,0,9544000,2184771,MMK,In Stock
2026-06-02,C1101,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Bella Model ကြိုး,4.25,0,0,0,0,0,3.5,0,0,6,4.4274,0,0,9544000,2704463,MMK,In Stock
2026-06-02,C1102,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Bella Model ကြိုး PT,4.17,0,0,0,0,0,3.5,0,0,6.5,4.3521,0,0,9544000,2658468,MMK,In Stock
2026-06-02,C1125,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Only me Model ကြိုးလိမ်,2.85,0,0,0,0,0,2,0,0,5,2.9266,0,0,9544000,1787703,MMK,In Stock
2026-06-02,C1089,ရွှေသရဖူ,ဘယက်,20,၁၅ပဲရည်,ရွှေအိပ်မက်ကြိုး,7.54,0,0,0,0,0,0,0,1,0,7.0968,0,0,9544000,4335046,MMK,In Stock
2026-06-02,C0985,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,ဝတ်မှုံရွှေရည်ကြိုး,8.46,0,0,0,0,0,0,0,1,0,7.9627,0,0,9544000,4863990,MMK,In Stock
2026-06-02,C0801,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,ဝိုင်းလေးဘယက်ကြိုး,9.31,0,0,0,0,0,0,0,1,0,8.7628,0,0,9544000,5352689,MMK,In Stock
2026-06-02,C0821,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Clarie Model ကြိုး,4.42,0,0,0,0,0,3,0,0,6,4.5264,0,0,9544000,2764921,MMK,In Stock
2026-06-02,C0822,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Clarie Model ကြိုး,4.17,0,0,0,0,0,3,0,0,6,4.2911,0,0,9544000,2621186,MMK,In Stock
2026-06-02,C1058,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,ရွှေလည်တုန်ဘယက်ကြိုး,6.57,0,0,0,0,0,5.5,0,1,0.5,6.8552,0,0,9544000,4187448,MMK,In Stock
2026-06-02,C1043,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Aroma Model ကြိုး,9.66,0,0,0,0,0,5.5,0,1,1,9.7636,0,0,9544000,5964012,MMK,In Stock
2026-06-02,C0287,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,သက်တံ့ရောင် Model ကြိုး,10.88,0,0,0,0,0,6,0,1,1,10.9729,0,0,9544000,6702720,MMK,In Stock
2026-06-02,C0703,ရွှေသရဖူ,ဘယက်,19,၁၅ပဲရည်,အိချောပို ပုံဆန်း Model ကြိုး,15.9,0,0,0,0,0,0,0,2,0,14.9654,0,0,9544000,9141542,MMK,In Stock
2026-06-02,RC260001,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,လီလီ 'Y' Model ကြိုး,2.03,0,0,0,0,0,0,0,0,4,1.9107,0,0,9544000,1167128,MMK,In Stock
2026-06-02,C1052,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Raindrop Model ကြိုး,2.49,0,0,0,0,0,2.5,0,0,4.75,2.6488,0,0,9544000,1618006,MMK,In Stock
2026-06-02,C0793,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Mix Model ကြိုး,3.3,0,0,0,0,0,0,0,0,6,3.106,0,0,9544000,1897301,MMK,In Stock
2026-06-02,C0812,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,ဖွေးဖွေးလင်းလက်ဘယက်ကြိုး,6.73,0,0,0,0,0,5,0,1,0,6.9448,0,0,9544000,4242157,MMK,In Stock
2026-06-02,RC260002,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Roller Model ကြိုး,2.67,0,0,0,0,0,3.5,0,0,5.5,2.9403,0,0,9544000,1796058,MMK,In Stock
2026-06-02,C0491,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,အသဲ Candy Box ကြိုး,3.71,0,0,0,0,0,0,0,0,5,3.4919,0,0,9544000,2133027,MMK,In Stock
2026-06-02,C1116,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,LV Model သံကြိုး,4.27,0,0,0,0,0,4.5,0,0,7,4.5683,0,0,9544000,2790524,MMK,In Stock
2026-06-02,C0529,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Feburary 14 ကြိုး,3.78,0,0,0,0,0,0,0,0,5,3.5578,0,0,9544000,2173272,MMK,In Stock
2026-06-02,C0842,ရွှေသရဖူ,ဘယက်,16,၁၄ပဲ ၂ပြား,ဖြူပန်းပွင့်ဘယက်ကြိုး,5.36,0,0,1.9,0,0,3.5,0,0,6.5,5.0985,5000,0,9271000,3114415,MMK,In Stock
2026-06-02,C1131,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,လီလီဘောလုံးကြိုး,5.16,0,0,0,0,0,0,0,0,6,4.8567,0,0,9544000,2966689,MMK,In Stock
2026-06-02,C0995,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,လီလီဘောလုံးကြိုး,5.08,0,0,0,0,0,0,0,0,6,4.7814,0,0,9544000,2920694,MMK,In Stock
2026-06-02,C1040,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Aroma Model ကြိုး,8.47,0,0,0,0,0,4.5,0,1,0,8.5214,0,0,9544000,5205271,MMK,In Stock
2026-06-02,C1008,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Clover Model ကြိုး,4.57,0,0,0,0,0,3.5,0,0,6.5,4.7286,0,0,9544000,2888443,MMK,In Stock
2026-06-02,C0899,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,စည်သူဘောလုံးမော်ဒယ်ကြိုး,6.43,0,0,0,0,0,4.5,0,0,7.5,6.6014,0,0,9544000,4032394,MMK,In Stock
2026-06-02,C0671,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,စင်ဒီ Model ကြိုး,5.11,0,0,0,0,0,4.5,0,0,7,5.3589,0,0,9544000,3273473,MMK,In Stock
2026-06-02,C0796,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Fancy Model ကြိုး,3.85,0,0,0,0,0,0,0,0,6.5,3.6237,0,0,9544000,2213518,MMK,In Stock
2026-06-02,C0270,ရွှေသရဖူ,ဘယက်,15,၁၅ပဲရည်,3D Casting ပန်းပွင့် Model ကြိုး,6.55,0,0,0,0,0,4.5,0,0,7,6.7143,0,0,9544000,4101387,MMK,In Stock
2026-06-02,C0897,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,July Model ကြိုး,6.74,0,0,0,0,0,4,0,0,7,6.8321,0,0,9544000,4173344,MMK,In Stock
2026-06-02,C0910,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,သံပွအသဲဘယက်ကြိုး,6.35,0,0,0,0,0,0,0,0,6,5.9768,0,0,9544000,3650867,MMK,In Stock
2026-06-02,C1044,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,ပိုးမမှီ Model ကြိုး,4.97,0,0,0,0,0,4.5,0,0,7,5.2272,0,0,9544000,3192982,MMK,In Stock
2026-06-02,C0543,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Star Model ကြိုး,3.61,0,0,0,0,0,3,0,0,5.5,3.764,0,0,9544000,2299220,MMK,In Stock
2026-06-02,C0545,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Star Model ကြိုး,3.44,0,0,0,0,0,3,0,0,5.5,3.604,0,0,9544000,2201480,MMK,In Stock
2026-06-02,C0581,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Nabi Model ကြိုး,4.66,0,0,0,0,0,3.5,0,0,6.5,4.8133,0,0,9544000,2940188,MMK,In Stock
2026-06-02,C0874,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Triple Ball Model ကြိုး,5.83,0,0,0,0,0,4,0,0,6.5,5.9756,0,0,9544000,3650149,MMK,In Stock
2026-06-02,C0939,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,လီလီဖက်ထုပ်ကြိုး,3.73,0,0,0,0,0,0,0,0,5.5,3.5108,0,0,9544000,2144525,MMK,In Stock
2026-06-02,C0416,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,စောင်းလျား၂ဆင့်မော်ဒယ်ကြိုး,11.32,0,0,0,0,0,0,0,1,1,10.6546,0,0,9544000,6508318,MMK,In Stock
2026-06-02,C0873,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,စည်သူဘောလုံးမော်ဒယ်ကြိုး,6.88,0,0,0,0,0,4.5,0,0,7.5,7.0249,0,0,9544000,4291117,MMK,In Stock
2026-06-02,C1077,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Selena ကြိုး,3.83,0,0,0,0,0,0,0,0,5.5,3.6049,0,0,9544000,2202019,MMK,In Stock
2026-06-02,C1099,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Ve Ve လီလီ Model ကြိုး,2.71,0,0,0,0,0,2.5,0,0,5,2.8559,0,0,9544000,1744493,MMK,In Stock
2026-06-02,C0917,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Baby ရွှေစင် Model ကြိုး,4.38,0,0,0,0,0,4,0,0,7,4.6108,0,0,9544000,2816486,MMK,In Stock
2026-06-02,C1097,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Fancy Model ကြိုး,3.52,0,0,0,0,0,0,0,0,6,3.3131,0,0,9544000,2023788,MMK,In Stock
2026-06-02,RC260003,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Star Heart Model ကြိုး,3.85,0,0,0,0,0,3,0,0,6,3.9899,0,0,9544000,2437206,MMK,In Stock
2026-06-02,C1022,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,3 Circle Model ကြိုး,3.34,0,0,0,0,0,2.5,0,0,5,3.4488,0,0,9544000,2106705,MMK,In Stock
2026-06-02,C0602,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Angel Model ကြိုး,3.35,0,0,0,0,0,3,0,0,6,3.5193,0,0,9544000,2149736,MMK,In Stock
2026-06-02,C0603,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Angel Model ကြိုး,3.3,0,0,0,0,0,3,0,0,6,3.4722,0,0,9544000,2120989,MMK,In Stock
2026-06-02,C0975,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Kiss Me Model ကြိုး,3.51,0,0,0,0,0,3,0,0,5.5,3.6699,0,0,9544000,2241726,MMK,In Stock
2026-06-02,C0811,ရွှေသရဖူ,ဘယက်,19,၁၅ပဲရည်,Gracy Model ကြိုး,4.14,0,0,0,0,0,0,0,0,5,3.8967,0,0,9544000,2380251,MMK,In Stock
2026-06-02,C1111,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Barbie Model ကြိုး,4.33,0,0,0,0,0,3,0,0,6,4.4417,0,0,9544000,2713177,MMK,In Stock
2026-06-02,C0982,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,Cat Eye Model ကြိုး,3.97,0,0,0,0,0,0,0,0,5.5,3.7367,0,0,9544000,2282511,MMK,In Stock
2026-06-02,C1051,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Floral Model ကြိုး,3.64,0,0,0,0,0,3,0,0,5.5,3.7922,0,0,9544000,2316468,MMK,In Stock
2026-06-02,C0792,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Ribbon Model ကြိုး,4.31,0,0,0,0,0,0,0,0,6.5,4.0567,0,0,9544000,2477990,MMK,In Stock
2026-06-02,C0533,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,V model ကြိုး,3.43,0,0,0,0,0,0,0,0,5,3.2284,0,0,9544000,1972043,MMK,In Stock
2026-06-02,C0722,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,V model ကြိုး,3.15,0,0,0,0,0,0,0,0,5,2.9649,0,0,9544000,1811060,MMK,In Stock
2026-06-02,C0501,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,စပျစ်ဝိုင် Model ကြိုး,9.2,0,0,0,0,0,0,0,1,0,8.6593,0,0,9544000,5289446,MMK,In Stock
2026-06-02,C0887,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,ရွှေမှုံရတီကြိုး,6.7,0,0,0,0,0,0,0,0,6.5,6.3062,0,0,9544000,3852096,MMK,In Stock
2026-06-02,C0864,ရွှေသရဖူ,ဘယက်,16,၁၅ပဲရည်,ရွှေမှုံရတီကြိုး,6.52,0,0,0,0,0,4,0,0,7,6.625,0,0,9544000,4046857,MMK,In Stock
2026-06-02,C0987,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Mariner Model ကြိုး,4.54,0,0,0,0,0,0,0,0,6,4.2732,0,0,9544000,2610227,MMK,In Stock
2026-06-02,N3094,ရွှေသရဖူ,ဆွဲကြိုး,18,၁၅ပဲရည်,Mariner Flat ကြိုး,4.68,0,0,0,0,0,0,0,0,6,4.4049,0,0,9544000,2690718,MMK,In Stock
2026-06-02,C1120,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,Lily Star Model ကြိုး,4.49,0,0,0,0,0,3,0,0,5.5,4.5923,0,0,9544000,2805167,MMK,In Stock
2026-06-02,C0794,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,ဝိုင်းလေးအသဲကြိုး,7.82,0,0,0,0,0,0,0,1,0.5,7.3604,0,0,9544000,4496029,MMK,In Stock
2026-06-02,C0488,စက်ြာ,ဘယက်,17,၁၅ပဲရည်,Feburary 14 ကြိုး,4.55,0,0,0,0,0,5,0,0,6.5,4.8929,0,0,9544000,2988788,MMK,In Stock
2026-06-02,C0693,စက်ြာ,ဘယက်,17,၁၅ပဲရည်,လိပ်ပြာ Model ကြိုး,4.17,0,0,0,0,0,5,0,0,6.5,4.5352,0,0,9544000,2770311,MMK,In Stock
2026-06-02,C0486,စက်ြာ,ဘယက်,16,၁၅ပဲရည်,Love Model ကြိုး,4.25,0,0,0,0,0,5,0,0,6.5,4.6105,0,0,9544000,2816306,MMK,In Stock
2026-06-02,H0949,ရွှေသရဖူ,ဟန်းချိန်း,7,၁၅ပဲရည်,Stella ဟန်းချိန်း,3.78,0,0,0,0,0,0,0,0,5,3.5578,0,0,9544000,2173272,MMK,In Stock
2026-06-02,RF260001,ရွှေသရဖူ,ဖုချိန်း,9,၁၅ပဲရည်,Only me လီလီဖုချိန်း,2.28,0,0,0,0,0,2,0,0,4.5,2.3901,0,0,9544000,1459988,MMK,In Stock
2026-06-02,RC260004,ရွှေသရဖူ,ဘယက်,18,၁၅ပဲရည်,Heart cele Model ကြိုး,4.47,0,0,0,0,0,0,0,0,5.5,4.2073,0,0,9544000,2569981,MMK,Sold
2026-06-02,C0900,ရွှေသရဖူ,ဘယက်,17,၁၄ပဲ ၂ပြား,ဖြူပုံဆန်းဘယက်ကြိုး,9.65,0,0,6,0,0,7,0,1,2,8.9579,10000,0,9271000,5471897,MMK,In Stock
2026-06-02,C0805,ရွှေသရဖူ,ဘယက်,16,၁၄ပဲ ၂ပြား,"""CAPRICORN"" ZODIAC SIGN ဘယက်",2.34,0,0,0.6,0,0,0,0,0,4.5,2.0732,3000,0,9271000,1266418,MMK,In Stock
2026-06-02,C0717,ရွှေသရဖူ,ဘယက်,16,၁၄ပဲ ၂ပြား,"""Scorpio"" Zodiac Sign ဘယက်",2.06,0,0,0.6,0,0,2.5,0,0,4.5,2.1137,3000,0,9271000,1291114,MMK,In Stock
2026-06-02,C1080,ရွှေသရဖူ,ဘယက်,16,၁၄ပဲ ၂ပြား,ဖြူပန်းပွင့်ဘယက်ကြိုး,4.56,0,0,0.7,0,0,0,0,0,6.25,4.0944,5000,0,9271000,2501032,MMK,In Stock
2026-06-02,C0689,ရွှေသရဖူ,ဘယက်,17,၁၄ပဲ ၂ပြား,ဖြူပုံဆန်းဘယက်ကြိုး,5.31,0,0,0.2,0,0,3.5,0,0,6.5,5.2528,4000,0,9271000,3208621,MMK,In Stock
2026-06-03,B2250,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,အံလွှဲနန်းတင်လက်ကောက်,7.05,0,0,0,0,0,0,0,0,4.5,6.6354,0,0,9506000,4037187,MMK,Inactive
2026-06-03,B3065,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,PT ဘောလုံးလက်ကောက်,17.4,0,0,0,0,0,0,0,1,6,16.3767,0,0,9506000,9964120,MMK,In Stock
2026-06-03,B2863,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,ဘတ်ပြားစက်ပတ္တာလက်ကောက်,9.03,0,0,0,0,0,0,0,0,6.5,8.4989,0,0,9506000,5171035,MMK,Inactive
2026-06-03,B1516,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,Only me လက်ကောက်,7.34,0,0,0,0,0,3.5,0,0,6.5,7.3355,0,0,9506000,4463185,MMK,In Stock
2026-06-03,B1517,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,Only me လက်ကောက်,7.31,0,0,0,0,0,3.5,0,0,6.5,7.3073,0,0,9506000,4446006,MMK,In Stock
2026-06-03,B1518,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,Only me လက်ကောက်,7.45,0,0,0,0,0,3.5,0,0,6.5,7.4391,0,0,9506000,4526177,MMK,In Stock
2026-06-03,B3927,ရွှေမြင်းပျံ,လက်ကောက်,-,၁၅ပဲရည်,Bulgari လက်ကောက်,8.46,0,0,0,0,0,0,0,0,7,7.9625,0,0,9506000,4844624,MMK,Inactive
2026-06-03,C1110,ရွှေသရဖူ,ဘယက်,17,၁၅ပဲရည်,ဖွေးဖွေးဘယက်ကြိုး,7.4,0,0,0,0,0,0,0,0,7,6.9648,0,0,9506000,4237614,MMK,In Stock
2026-06-03,B3965,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,ဘုံဘုံလက်ကောက်,4.85,0,0,0,0,0,3,0,0,5.5,4.9309,0,0,9506000,3000152,MMK,In Stock
2026-06-03,B3858,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,အိုဆာကာလက်ကောက်,6.27,0,0,0,0,0,3.5,0,0,6,6.3285,0,0,9506000,3850449,MMK,In Stock
2026-06-03,B4095,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,Hera လက်ကောက်,7.57,0,0,0,0,0,4.5,0,1,0,7.6741,0,0,9506000,4669160,MMK,In Stock
2026-06-03,B4085,ရွှေသရဖူ,လက်ကောက်,-,၁၅ပဲရည်,Sparkle လက်ကောက်,5.32,0,0,0,0,0,3,0,0,5.5,5.3733,0,0,9506000,3269298,MMK,In Stock
